1749.1229999999998,104.3
1749.204,116.7
1749.2879999999998,92.8
1749.371,141.7
1749.455,139.2
1749.5379999999998,158.0
1749.6229999999998,110.5
1749.707,126.5
1749.79,125.8
1749.874,264.3
1749.9579999999999,142.0
1750.0420000000001,122.2
1750.1229999999998,126.5
1750.204,148.7
1750.2879999999998,147.2
1750.371,150.0
1750.455,166.7
1750.5379999999998,142.3
1750.6229999999998,171.7
1750.707,152.0
1750.79,109.5
1750.874,105.5
1750.9579999999999,125.7
1751.0420000000001,116.7
1751.1229999999998,72.5
1751.204,75.5
1751.2879999999998,94.0
1751.371,101.2
1751.455,84.5
1751.5379999999998,110.5
1751.6229999999998,99.7
1751.707,39.2
1751.79,38.7
1751.874,47.5
1751.9579999999999,73.3
1752.0420000000001,58.3
1752.124,83.3
1752.2060000000001,118.3
1752.29,98.8
1752.3729999999998,99.5
1752.4560000000001,66.0
1752.54,130.7
1752.624,48.8
1752.7079999999999,45.2
1752.7910000000002,77.7
1752.874,62.7
1752.9579999999999,66.7
1753.0420000000001,73.3
1753.1229999999998,53.3
1753.204,76.2
1753.2879999999998,63.3
1753.371,60.0
1753.455,52.8
1753.5379999999998,36.7
1753.6229999999998,65.0
1753.707,46.7
1753.79,41.7
1753.874,33.3
1753.9579999999999,11.2
1754.0420000000001,0.0
1754.1229999999998,5.0
1754.204,2.8
1754.2879999999998,22.8
1754.371,34.5
1754.455,44.5
1754.5379999999998,31.3
1754.6229999999998,20.5
1754.707,13.7
1754.79,40.2
1754.874,22.0
1754.9579999999999,7.0
1755.0420000000001,17.0
1755.1229999999998,18.7
1755.204,11.3
1755.2879999999998,10.8
1755.371,0.0
1755.455,0.0
1755.5379999999998,14.3
1755.6229999999998,5.3
1755.707,29.7
1755.79,39.5
1755.874,11.3
1755.9579999999999,33.3
1756.0420000000001,20.8
1756.124,11.8
1756.2060000000001,9.0
1756.29,15.7
1756.3729999999998,20.8
1756.4560000000001,21.5
1756.54,6.0
1756.624,10.7
1756.7079999999999,19.7
1756.7910000000002,23.8
1756.874,28.3
1756.9579999999999,15.7
1757.0420000000001,23.5
1757.1229999999998,35.3
1757.204,43.7
1757.2879999999998,50.0
1757.371,63.5
1757.455,21.3
1757.5379999999998,41.7
1757.6229999999998,85.5
1757.707,66.2
1757.79,54.2
1757.874,107.8
1757.9579999999999,55.8
1758.0420000000001,62.7
1758.1229999999998,86.7
1758.204,81.7
1758.2879999999998,120.5
1758.371,77.3
1758.455,75.0
1758.5379999999998,73.3
1758.6229999999998,64.5
1758.707,104.2
1758.79,62.8
1758.874,71.7
1758.9579999999999,71.7
1759.0420000000001,80.5
1759.1229999999998,73.3
1759.204,78.0
1759.2879999999998,78.3
1759.371,81.7
1759.455,83.3
1759.5379999999998,85.0
1759.6229999999998,118.8
1759.707,128.7
1759.79,99.5
1759.874,77.2
1759.9579999999999,95.0
1760.0420000000001,112.2
1760.124,99.2
1760.2060000000001,124.5
1760.29,97.2
1760.3729999999998,120.0
1760.4560000000001,80.5
1760.54,110.0
1760.624,126.0
1760.7079999999999,102.2
1760.7910000000002,84.3
1760.874,99.5
1760.9579999999999,101.7
1761.0420000000001,116.7
1761.1229999999998,151.7
1761.204,134.5
1761.2879999999998,119.5
1761.371,178.7
1761.455,165.5
1761.5379999999998,156.8
1761.6229999999998,151.8
1761.707,167.8
1761.79,147.8
1761.874,149.5
1761.9579999999999,76.7
1762.0420000000001,73.0
1762.1229999999998,121.3
1762.204,76.2
1762.2879999999998,100.3
1762.371,66.5
1762.455,128.5
1762.5379999999998,56.3
1762.6229999999998,112.8
1762.707,114.2
1762.79,115.5
1762.874,129.7
1762.9579999999999,128.7
1763.0420000000001,94.2
1763.1229999999998,53.2
1763.204,57.0
1763.2879999999998,54.8
1763.371,54.5
1763.455,59.7
1763.5379999999998,90.3
1763.6229999999998,44.2
1763.707,113.5
1763.79,77.2
1763.874,101.5
1763.9579999999999,102.3
1764.0420000000001,99.5
1764.124,99.5
1764.2060000000001,67.0
1764.29,57.3
1764.3729999999998,73.8
1764.4560000000001,50.0
1764.54,50.0
1764.624,50.0
1764.7079999999999,47.0
1764.7910000000002,46.7
1764.874,43.3
1764.9579999999999,42.8
1765.0420000000001,40.0
1765.1229999999998,43.3
1765.204,41.7
1765.2879999999998,36.7
1765.371,33.7
1765.455,33.3
1765.5379999999998,45.0
1765.6229999999998,49.5
1765.707,26.7
1765.79,23.3
1765.874,23.3
1765.9579999999999,21.7
1766.0420000000001,20.0
1766.1229999999998,18.3
1766.204,61.0
1766.2879999999998,10.0
1766.371,44.7
1766.455,5.0
1766.5379999999998,5.5
1766.6229999999998,6.7
1766.707,7.2
1766.79,8.3
1766.874,9.5
1766.9579999999999,32.0
1767.0420000000001,45.7
1767.1229999999998,50.0
1767.204,71.7
1767.2879999999998,54.8
1767.371,49.7
1767.455,55.5
1767.5379999999998,36.5
1767.6229999999998,68.0
1767.707,71.2
1767.79,73.5
1767.874,91.2
1767.9579999999999,88.8
1768.0420000000001,89.2
1768.124,110.2
1768.2060000000001,77.2
1768.29,71.2
1768.3729999999998,129.5
1768.4560000000001,129.0
1768.54,87.7
1768.624,111.3
1768.7079999999999,124.7
1768.7910000000002,129.7
1768.874,151.0
1768.9579999999999,186.3
1769.0420000000001,123.2
1769.1229999999998,107.0
1769.204,107.2
1769.2879999999998,161.2
1769.371,122.7
1769.455,157.3
1769.5379999999998,197.7
1769.6229999999998,200.5
1769.707,248.0
1769.79,263.7
1769.874,246.8
1769.9579999999999,186.7
1770.0420000000001,173.3
1770.1229999999998,237.5
